sales_id,transaction_id,customer_sk,product_sk,date_sk,campaign_sk,store_sk,employee_sk,promotion_sk,quantity,unit_price,discount_amount,tax_amount,total_amount,margin_amount,payment_method,shipping_method,region
51,TXN-131027,2015,47,2232,38,28,394,,15,24.94,7.482,29.32944,395.94744,-2353.632,Google Pay,Express,South
52,TXN-131463,2423,596,2232,13,28,197,,6,306.06,128.54520000000002,136.62518400000002,1844.439984,518.7948000000001,Google Pay,Express,Central
53,TXN-132355,1889,469,2232,35,20,103,,15,355.78,106.734,418.39727999999997,5648.36328,2686.4159999999997,Credit Card,Standard,South
54,TXN-132770,1230,358,2232,22,5,287,,1,407.33,4.0733,32.260535999999995,435.51723599999997,204.72669999999997,Apple Pay,Overnight,Central
55,TXN-132850,2378,564,2232,16,46,125,,15,296.93,1113.4875,267.23699999999997,3607.6994999999997,-184.53750000000036,Apple Pay,Overnight,South
56,TXN-133062,994,298,2232,35,41,137,,3,245.42,191.4276,43.586592,588.418992,-81.62760000000003,Credit Card,Express,North
57,TXN-133541,132,281,2232,48,34,437,,14,84.01,235.22800000000004,75.27296,1016.18496,515.732,PayPal,Store Pickup,East
58,TXN-133653,2465,55,2232,34,17,44,,4,291.34,163.1504,80.176768,1082.386368,673.4495999999999,Credit Card,Express,North
59,TXN-135861,1915,463,2232,16,28,227,,13,167.27,21.745100000000004,172.221192,2324.986092,-348.5650999999998,PayPal,Standard,North
60,TXN-139261,1552,267,2232,13,50,351,,3,409.38,122.814,88.42607999999998,1193.7520799999998,642.3359999999998,Bank Transfer,Express,West
61,TXN-140404,365,314,2232,25,40,293,,13,235.72,214.50520000000003,227.988384,3077.8431840000003,1182.2148,PayPal,Overnight,Central
62,TXN-140484,1258,294,2232,41,20,397,,13,291.21,416.43029999999993,269.543976,3638.8436759999995,591.7196999999996,Google Pay,Overnight,North
63,TXN-141085,906,317,2232,17,38,267,,14,119.52,150.5952,121.814784,1644.499584,516.9248,Credit Card,Overnight,South
64,TXN-141949,325,543,2232,8,49,174,,8,110.13,8.8104,69.778368,942.007968,-500.09039999999993,Bank Transfer,Overnight,South
65,TXN-142782,2862,440,2232,11,45,470,,12,434.42,834.0864,350.316288,4729.269888,4265.1936,Apple Pay,Standard,Central
66,TXN-143062,178,458,2232,14,9,153,,5,434.19,108.5475,164.99219999999997,2227.3947,1329.5024999999996,Apple Pay,Standard,Central
67,TXN-143174,2771,194,2232,4,29,422,,3,443.55,239.517,87.29064000000001,1178.42364,364.023,Bank Transfer,Standard,North
68,TXN-143207,1708,596,2232,27,1,192,,6,306.06,55.0908,142.50153600000002,1923.7707360000002,592.2492000000002,Google Pay,Standard,East
69,TXN-145056,1147,199,2232,38,45,267,,1,59.69,3.5814,4.488688,60.59728799999999,-74.9914,Google Pay,Standard,South
70,TXN-145137,2900,251,2232,46,25,90,,2,180.85,65.106,23.72752,320.32151999999996,148.57399999999998,Credit Card,Standard,South
71,TXN-146023,1279,528,2232,45,21,274,,14,150.65,126.54599999999999,158.60432,2141.15832,1160.754,Bank Transfer,Standard,East
72,TXN-147365,2296,450,2232,37,3,175,,12,488.21,1523.2151999999999,346.824384,4682.129183999999,3820.7448,Google Pay,Overnight,East
73,TXN-148339,849,11,2232,9,1,169,,7,129.93,63.66570000000001,67.66754399999999,913.511844,360.81429999999995,Bank Transfer,Store Pickup,South
74,TXN-148564,1125,517,2232,13,32,419,,9,75.85,68.265,49.150800000000004,663.5358,-309.28499999999997,Google Pay,Store Pickup,South
75,TXN-148696,2530,167,2232,14,30,45,,1,470.88,136.55519999999999,26.745984,361.070784,326.1248,Apple Pay,Express,West
76,TXN-149489,629,335,2232,39,27,137,,14,451.38,1706.2164,369.04828799999996,4982.151887999999,3501.7835999999998,Credit Card,Overnight,West
77,TXN-149787,1144,169,2232,45,13,397,,9,425.66,344.7846,278.89243200000004,3765.047832,2764.7154,Apple Pay,Express,South
78,TXN-149809,1378,79,2232,19,9,210,,11,56.25,160.875,36.63,494.505,-493.07500000000005,Bank Transfer,Overnight,North
79,TXN-149852,1931,212,2232,10,23,171,,11,466.64,307.9824,386.004608,5211.062208,4556.1076,PayPal,Express,Central
80,TXN-102420,830,482,2233,44,19,168,,6,399.41,263.61060000000003,170.62795200000002,2303.477352,2082.3894,Apple Pay,Overnight,West
81,TXN-102813,348,272,2233,43,26,395,,7,125.14,35.0392,67.27526399999999,908.216064,434.1708,Google Pay,Overnight,West
82,TXN-103447,761,81,2233,37,23,148,,14,207.01,666.5722,178.525424,2410.0932239999997,1944.8477999999998,Google Pay,Express,Central
83,TXN-103600,657,219,2233,14,26,255,,2,121.09,12.109000000000002,18.40568,248.47668,-61.029000000000025,Credit Card,Express,South
84,TXN-103717,1580,337,2233,50,7,63,,15,59.8,80.73,65.3016,881.5716,-1836.7800000000002,Apple Pay,Standard,South
85,TXN-103968,2494,544,2233,25,48,281,,9,425.6,268.12800000000004,284.98176,3847.25376,1656.6119999999999,Apple Pay,Express,North
86,TXN-104830,36,559,2233,33,46,61,,10,324.38,551.446,215.38832000000002,2907.7423200000003,1498.3540000000003,Google Pay,Standard,South
87,TXN-104972,384,154,2233,44,48,310,,1,174.43,5.2329,13.535768000000001,182.732868,144.5771,PayPal,Store Pickup,West
88,TXN-105295,735,312,2233,40,28,206,,3,208.97,94.03649999999999,42.62987999999999,575.5033799999999,-140.41650000000004,PayPal,Store Pickup,South
89,TXN-106307,2067,88,2233,44,50,263,,13,164.05,21.326500000000003,168.90588,2280.2293799999998,738.0035,Google Pay,Express,South
90,TXN-106498,1498,326,2233,10,17,97,,15,371.08,723.606,387.40752000000003,5230.00152,3805.044,Apple Pay,Overnight,West
91,TXN-106618,2085,337,2233,11,11,45,,2,59.8,21.528,7.84576,105.91776,-255.668,Bank Transfer,Standard,North
92,TXN-107061,384,84,2233,26,42,459,,1,216.87,52.0488,13.185696,178.006896,-2.658799999999985,PayPal,Store Pickup,East
93,TXN-107172,2677,424,2233,34,1,479,,4,66.07,71.3556,15.433952,208.358352,141.8444,Google Pay,Store Pickup,Central
94,TXN-107277,1816,116,2233,45,2,309,,6,141.22,33.8928,65.074176,878.5013759999999,-546.2928,Bank Transfer,Express,North
95,TXN-107424,2789,296,2233,11,46,41,,12,214.41,102.91680000000001,197.600256,2667.6034560000003,941.4432000000002,Credit Card,Store Pickup,North
96,TXN-108560,363,461,2233,25,33,251,,9,432.63,1090.2276000000002,224.275392,3027.717792,2245.4424,PayPal,Overnight,Central
97,TXN-109205,744,189,2233,17,48,10,,13,444.3,57.75900000000001,457.45128000000005,6175.592280000001,4356.3910000000005,PayPal,Overnight,East
98,TXN-109475,1415,277,2233,28,38,185,,2,403.31,177.4564,50.333088,679.496688,332.54359999999997,Google Pay,Overnight,Central
99,TXN-109627,2857,167,2233,45,49,347,,13,470.88,428.5008,455.435136,6148.374336,5586.339199999999,Bank Transfer,Express,West
100,TXN-109708,759,19,2233,5,14,81,,3,89.17,21.4008,19.688736,265.797936,-57.82080000000002,Bank Transfer,Store Pickup,West
101,TXN-110164,2147,217,2233,37,50,490,,2,40.81,13.0592,5.484864,74.045664,-395.9592,PayPal,Overnight,South
102,TXN-111745,2277,207,2233,6,9,148,,12,258.94,652.5287999999999,196.38009599999998,2651.1312959999996,-0.6888000000003558,PayPal,Store Pickup,South
103,TXN-113012,768,514,2233,24,5,283,,9,436.09,941.9544,238.628448,3221.484048,2918.8656,Google Pay,Overnight,West
104,TXN-113127,2695,113,2233,36,45,347,,3,480.57,245.09070000000003,95.729544,1292.348844,804.9393,Bank Transfer,Express,Central
105,TXN-113436,2501,174,2233,41,27,455,,15,53.31,199.91250000000002,47.979000000000006,647.7165000000001,-917.9625,Apple Pay,Store Pickup,Central
106,TXN-114229,2395,187,2233,25,26,180,,1,27.7,5.54,1.7728000000000002,23.9328,-33.769999999999996,Credit Card,Express,Central
107,TXN-114295,1249,284,2233,19,32,160,,6,426.5,179.13000000000002,190.3896,2570.2596,2067.0899999999997,Credit Card,Express,Central
108,TXN-114362,984,239,2233,32,25,281,,12,207.73,448.69679999999994,163.52505599999998,2207.588256,419.9831999999999,PayPal,Express,Central
109,TXN-114684,2332,357,2233,2,6,108,,11,269.12,621.6672,187.09222400000002,2525.7450240000003,1778.2028000000003,Bank Transfer,Standard,West
110,TXN-115450,1324,347,2233,9,26,468,,13,149.77,19.470100000000002,154.20319200000003,2081.743092,95.31990000000019,Credit Card,Store Pickup,North
111,TXN-115567,1507,141,2233,29,6,304,,7,329.46,668.8037999999999,130.993296,1768.4094959999998,37.63619999999992,Credit Card,Express,North
112,TXN-118544,108,350,2233,10,34,18,,7,298.54,208.97800000000004,150.46416000000002,2031.2661600000001,1733.8020000000001,PayPal,Store Pickup,North
113,TXN-119923,563,410,2233,11,28,449,,14,374.45,262.115,398.4148,5378.5998,1500.4850000000001,Apple Pay,Store Pickup,West
114,TXN-122856,685,411,2233,26,49,127,,10,68.36,116.21200000000002,45.391040000000004,612.77904,-1438.5120000000002,Bank Transfer,Express,South
115,TXN-122890,1353,32,2233,6,20,399,,4,463.49,148.3168,136.451456,1842.094656,953.8032,Apple Pay,Express,South
116,TXN-123107,2641,117,2233,27,13,68,,1,398.25,111.51,22.9392,309.67920000000004,244.76000000000002,Apple Pay,Express,North
117,TXN-125007,731,572,2233,2,9,176,,1,481.01,67.34140000000001,33.093488,446.76208799999995,270.56859999999995,Google Pay,Standard,East
118,TXN-128881,2869,321,2233,46,13,198,,10,151.6,151.6,109.15200000000002,1473.5520000000001,191.5,Credit Card,Standard,South
119,TXN-129437,249,213,2233,37,5,277,,4,409.67,442.44360000000006,95.698912,1291.935312,531.4364,PayPal,Express,North
120,TXN-130377,342,251,2233,25,29,136,,3,180.85,43.403999999999996,39.93168,539.07768,277.11599999999993,Google Pay,Express,North
121,TXN-130453,2588,84,2233,10,9,485,,6,216.87,130.122,93.68784,1264.78584,166.21800000000007,Bank Transfer,Express,South
122,TXN-130508,1806,313,2233,24,37,354,,4,266.1,74.50800000000001,79.19136,1069.08336,130.73200000000008,Google Pay,Store Pickup,East
123,TXN-131314,2507,581,2233,47,30,75,,9,99.5,143.28,60.177600000000005,812.3976,-35.45999999999992,PayPal,Overnight,North
124,TXN-131590,2519,32,2233,47,40,5,,1,463.49,78.7933,30.775736000000002,415.472436,196.7367,Bank Transfer,Express,East
125,TXN-131646,1925,443,2233,42,6,489,,8,109.29,61.20240000000001,65.049408,878.167008,650.6376,Google Pay,Express,Central
126,TXN-132424,372,598,2233,3,3,489,,2,333.44,186.7264,38.412288,518.565888,208.41359999999997,Apple Pay,Store Pickup,West
127,TXN-133463,668,407,2233,39,38,381,,7,274.76,153.8656,141.556352,1911.010752,860.0143999999999,Apple Pay,Store Pickup,South
128,TXN-134138,2272,68,2233,45,5,361,,8,83.71,133.936,42.859519999999996,578.6035199999999,-927.616,Google Pay,Overnight,West
129,TXN-134770,1999,349,2233,48,2,403,,15,345.92,674.5440000000001,361.14048,4875.39648,3748.356,Apple Pay,Express,North
130,TXN-135846,30,548,2233,9,24,189,,5,85.42,38.439,31.09288,419.75388,-496.78900000000004,Apple Pay,Standard,East
131,TXN-136374,2514,423,2233,4,6,476,,15,66.94,50.205,76.31159999999998,1030.2065999999998,-659.6550000000001,Bank Transfer,Overnight,South
132,TXN-136452,2691,52,2233,17,43,324,,15,48.68,160.644,45.56448,615.12048,-1655.844,Bank Transfer,Standard,East
133,TXN-136912,358,354,2233,11,6,306,,7,370.7,259.49,186.8328,2522.2428,1417.85,Apple Pay,Store Pickup,West
134,TXN-137272,1523,428,2233,3,28,376,,14,215.29,723.3743999999999,183.25484799999998,2473.940448,1470.2855999999997,Credit Card,Express,South
135,TXN-137313,1597,135,2233,41,19,352,,9,100.59,262.5399,51.421608000000006,694.1917080000001,433.2501000000001,Apple Pay,Overnight,South
136,TXN-137985,1157,281,2233,3,38,237,,13,84.01,120.13430000000001,77.759656,1049.7553560000001,577.1857,Apple Pay,Store Pickup,Central
137,TXN-138201,909,331,2233,39,24,158,,9,142.98,295.9686,79.268112,1070.119512,293.9813999999999,Apple Pay,Express,West
138,TXN-138691,515,218,2233,2,12,397,,12,367.45,705.5039999999999,296.31167999999997,4000.2076799999995,3450.696,Credit Card,Overnight,North
139,TXN-140698,644,272,2233,24,47,29,,15,125.14,206.481,133.64952,1804.2685199999999,798.9689999999999,Apple Pay,Overnight,South
140,TXN-140845,839,87,2233,21,19,454,,3,65.56,19.668000000000003,14.160960000000001,191.17296,-186.738,Credit Card,Standard,North
141,TXN-141936,2291,213,2233,45,47,313,,11,409.67,1126.5925,270.3822,3650.1597,1551.5775000000003,PayPal,Overnight,West
142,TXN-142816,2805,98,2233,37,31,393,,6,63.09,71.9226,24.529392,331.146792,-588.9425999999999,Google Pay,Standard,East
143,TXN-142824,630,150,2233,39,50,302,,3,114.53,17.1795,26.112840000000002,352.52334,-336.5895,PayPal,Overnight,North
144,TXN-143037,1453,64,2233,2,40,16,,14,464.76,520.5312,478.88870399999996,6464.997503999999,2849.128799999999,Credit Card,Express,North
145,TXN-143162,744,276,2233,30,40,148,,5,85.5,42.75,30.78,415.53,-470.35,Apple Pay,Standard,East
146,TXN-144178,2582,95,2233,18,24,210,,15,68.02,102.03,73.4616,991.7316,284.06999999999994,Credit Card,Store Pickup,South
147,TXN-144757,1575,145,2233,11,30,431,,4,26.09,13.5668,7.263456,98.056656,1.3131999999999948,Apple Pay,Overnight,South
148,TXN-144919,2370,480,2233,32,5,116,,15,87.23,130.845,94.2084,1271.8134,-2142.645,Google Pay,Store Pickup,East
149,TXN-145080,116,432,2233,8,33,216,,2,145.27,72.635,17.4324,235.33740000000003,170.38500000000002,Google Pay,Overnight,North
150,TXN-145424,2023,181,2233,20,42,152,,11,288.8,254.14400000000003,233.81248,3156.46848,1617.8359999999998,Credit Card,Express,West
151,TXN-145510,548,26,2233,36,3,291,,10,167.16,217.308,116.34335999999999,1570.63536,276.7919999999999,PayPal,Store Pickup,West
152,TXN-145847,2332,390,2233,4,46,225,,15,115.4,225.03,120.47760000000001,1626.4476,-314.28,Apple Pay,Express,North
153,TXN-146601,2529,166,2233,18,5,430,,13,455.56,888.342,402.71504000000004,5436.65304,2783.898,Google Pay,Overnight,West
154,TXN-147028,2168,285,2233,29,34,26,,5,226.98,329.1209999999999,64.46232,870.24132,-327.67100000000005,Credit Card,Standard,West
155,TXN-147112,5,242,2233,39,41,352,,1,109.48,13.1376,7.707392,104.049792,-56.29759999999999,Credit Card,Overnight,West
156,TXN-147804,2485,29,2233,28,19,115,,15,484.03,1379.4855,470.47716,6351.44166,5272.4145,Google Pay,Overnight,North
157,TXN-148795,789,93,2233,40,49,54,,13,128.83,184.22690000000003,119.24504800000001,1609.808148,-1065.8869000000002,Google Pay,Standard,North
158,TXN-149445,1674,369,2233,42,41,159,,13,336.17,1136.2546,258.716432,3492.671832,2895.1754,Credit Card,Store Pickup,West
159,TXN-149463,1885,215,2233,10,18,217,,3,119.06,46.433400000000006,24.859728,335.606328,-31.103400000000022,PayPal,Store Pickup,East
160,TXN-149617,284,294,2233,45,26,138,,12,291.21,908.5751999999999,206.87558399999998,2792.8203839999996,22.024799999999686,PayPal,Express,Central
161,TXN-149947,2352,226,2233,3,24,244,,1,58.89,15.3114,3.486288,47.064888,-119.4014,Bank Transfer,Store Pickup,South
162,TXN-100716,1558,133,2234,18,8,389,,10,281.12,674.688,170.92095999999998,2307.4329599999996,2072.2119999999995,Apple Pay,Standard,West
163,TXN-101689,1247,312,2234,8,42,492,,11,208.97,643.6276,132.403392,1787.445792,-813.6876,Apple Pay,Overnight,North
164,TXN-102380,2085,231,2234,11,22,407,,3,42.67,19.2015,8.70468,117.51317999999999,-382.2915,Apple Pay,Store Pickup,North
165,TXN-103092,2356,209,2234,29,18,244,,5,140.19,189.25650000000002,40.935480000000005,552.6289800000001,15.293500000000051,Google Pay,Store Pickup,Central
166,TXN-103627,2878,288,2234,41,9,223,,13,373.13,1115.6587,298.802504,4033.833804,2351.0512999999996,Bank Transfer,Standard,North
167,TXN-103816,2214,40,2234,22,9,313,,14,432.36,60.5304,479.400768,6471.910368000001,5845.7896,PayPal,Store Pickup,North
168,TXN-103908,987,579,2234,4,13,196,,12,451.56,541.8720000000001,390.14784000000003,5266.99584,2336.568,Apple Pay,Standard,North
169,TXN-104701,1485,490,2234,13,35,384,,13,249.73,616.8331,210.372552,2840.0294519999998,579.0369000000001,Credit Card,Overnight,Central
170,TXN-105207,587,535,2234,13,24,379,,3,378.7,295.38599999999997,67.25712,907.9711199999999,205.94399999999996,Credit Card,Overnight,West
171,TXN-105989,45,49,2234,45,6,483,,15,107.75,355.575,100.854,1361.529,-286.57500000000005,Google Pay,Overnight,West
172,TXN-106993,57,321,2234,13,22,215,,11,151.6,266.816,112.06272,1512.8467199999998,110.59399999999982,Apple Pay,Standard,East
173,TXN-108286,644,23,2234,35,10,72,,5,278.51,334.212,84.66704,1143.00504,821.088,PayPal,Store Pickup,North
174,TXN-108387,690,392,2234,31,16,499,,11,295.86,65.0892,255.14966400000003,3444.520464,3107.5308,Bank Transfer,Overnight,South
175,TXN-109598,1234,175,2234,32,42,192,,13,282.68,918.71,220.49040000000002,2976.6204000000002,-436.6699999999996,Credit Card,Standard,Central
176,TXN-109686,2109,505,2234,9,48,288,,3,183.38,66.01679999999999,38.729856,522.853056,299.8632,Credit Card,Overnight,West
177,TXN-111938,2086,427,2234,29,49,131,,10,478.3,717.4499999999999,325.244,4390.794,2124.3500000000004,Apple Pay,Standard,East
178,TXN-112021,714,309,2234,46,1,409,,15,457.39,686.085,493.98119999999994,6668.7462,3343.365,Google Pay,Express,North
179,TXN-112791,1840,334,2234,39,29,157,,8,13.88,24.428800000000003,6.928896,93.54009599999999,-415.7888,Credit Card,Standard,North
180,TXN-113099,397,140,2234,11,48,117,,11,496.02,218.2488,419.0376959999999,5657.008895999999,3827.1111999999994,Bank Transfer,Overnight,North
181,TXN-113481,1122,216,2234,8,21,90,,10,11.67,25.674,7.2820800000000006,98.30808000000002,-641.674,PayPal,Standard,East
182,TXN-114678,2738,396,2234,36,43,162,,14,289.04,1052.1056,239.55635200000006,3234.0107520000006,1047.7544000000003,Google Pay,Express,East
183,TXN-115029,1787,596,2234,22,5,220,,4,306.06,257.0904,77.371968,1044.521568,174.4696,Credit Card,Standard,South
184,TXN-115976,2132,92,2234,26,36,482,,2,176.56,84.7488,21.469696,289.840896,-178.92880000000002,Apple Pay,Standard,West
185,TXN-116907,1701,461,2234,1,50,168,,1,432.63,90.8523,27.342216,369.119916,279.7777,Bank Transfer,Standard,East
186,TXN-116976,189,104,2234,29,35,167,,6,64.59,62.006400000000006,26.042688000000002,351.57628800000003,-1092.8064,Google Pay,Store Pickup,North
187,TXN-117758,934,483,2234,27,35,4,,2,22.38,3.1332,3.3301439999999998,44.95694399999999,-3.3932000000000073,Google Pay,Express,North
188,TXN-117820,344,162,2234,39,11,176,,7,34.26,21.5838,17.458896,235.695096,-423.6638,Credit Card,Standard,East
189,TXN-118349,2592,232,2234,6,12,88,,1,337.81,94.58680000000001,19.457856,262.681056,182.0932,Bank Transfer,Standard,South
190,TXN-119926,1734,234,2234,12,44,72,,10,41.0,53.300000000000004,28.536,385.236,-1483.0,Bank Transfer,Standard,Central
191,TXN-119951,337,342,2234,8,10,388,,11,303.65,233.8105,248.50715999999997,3354.8466599999997,2355.1494999999995,Credit Card,Express,South
192,TXN-120801,378,267,2234,10,31,118,,4,409.38,65.5008,125.76153599999999,1697.780736,954.6991999999999,PayPal,Overnight,West
193,TXN-120922,1167,198,2234,46,44,373,,5,484.64,533.1039999999999,151.20768,2041.30368,1551.846,Credit Card,Express,Central
194,TXN-122528,884,209,2234,4,22,306,,4,140.19,22.4304,43.066368000000004,581.395968,141.20960000000002,PayPal,Store Pickup,West
195,TXN-122565,1320,300,2234,30,1,151,,12,97.73,93.8208,86.31513600000001,1165.254336,450.6192000000001,Credit Card,Standard,East
196,TXN-123430,325,414,2234,50,13,174,,12,29.91,61.016400000000004,23.832288,321.735888,170.10359999999997,Google Pay,Standard,South
197,TXN-124626,1914,507,2234,30,33,495,,8,306.68,245.34400000000002,176.64768,2384.74368,1919.4560000000001,Apple Pay,Store Pickup,East
198,TXN-124668,1963,403,2234,47,22,130,,7,282.44,59.3124,153.42140799999999,2071.189008,525.8875999999998,PayPal,Store Pickup,Central
199,TXN-125242,1169,485,2234,1,40,359,,9,293.01,448.30530000000005,175.102776,2363.8874760000003,263.3247000000001,Google Pay,Overnight,East
200,TXN-126665,2818,106,2234,50,4,358,,12,103.9,112.21200000000002,90.76704000000002,1225.3550400000001,-1373.292,Credit Card,Express,North
